tree_type,tree_height,leaf_width,root_depth,yearly_amount,price_per_orange
Blood Orange,3.9652553974838898,2.7033843251249277,1.9115065452099314,1074.0,0.35
Blood Orange,3.414685027521782,2.6598804434107843,2.0523353141073732,1247.0,0.35
Blood Orange,3.634158303177505,2.549107322019421,2.230614802671316,1267.0,0.35
Mandarin,3.71406996359672,2.583895541918182,1.8330293987119302,1203.0,0.2
Valencia,4.074925458058802,3.4537643820940294,1.7660139567722206,1221.0,0.25
Mandarin,3.824194548660768,3.2932515943247536,1.547821115915829,1081.0,0.2
Navel,2.3716886398934034,2.0869699370911556,1.6630715871681379,991.0,0.3
Navel,2.0364546340543357,2.49594105508094,1.8313075705658748,682.0,0.3
Valencia,3.9049300630764288,1.5346102114874656,1.9537672871846403,729.0,0.25
Valencia,2.8942905916548605,2.515927275846361,2.751457293804787,1008.0,0.25
Mandarin,3.9689995069558384,2.7907637201364586,1.918086730782882,1035.0,0.2
Navel,2.4132844347823226,1.7498322151016334,1.4263827622401486,792.0,0.3
Navel,2.1442713962730267,2.1234144512124984,1.8011672881538718,871.0,0.3
Mandarin,3.981955140293566,2.67593680806894,1.7791994936574969,1046.0,0.2
Mandarin,4.339254270040607,2.8913994686774296,1.6589014657039576,852.0,0.2
Valencia,2.9947839231825286,1.435742206172991,2.968021447832304,799.0,0.25
Blood Orange,3.3041489119113274,3.0443040751820316,1.7632754200383038,1040.0,0.35
Navel,2.6419907605425785,2.619829893443688,1.6238505349992713,947.0,0.3
Blood Orange,3.8143647234971483,2.878093670843691,1.8584966050871259,1177.0,0.35
Navel,2.0239756480922355,2.575133890274559,1.3054015545059476,1057.0,0.3
Blood Orange,3.837312271460794,3.1032191757522263,1.8518683733085934,1175.0,0.35
Blood Orange,3.5415846890476126,2.770058949687531,2.050349738450147,1109.0,0.35
Blood Orange,3.6927284737739465,2.8034899945303415,1.9355072454982687,1072.0,0.35
Blood Orange,3.3240314612027757,2.9932932807332526,1.744820032063107,1201.0,0.35
Valencia,2.8744587231801186,2.3996619466681275,1.6954280303416884,1028.0,0.25
Blood Orange,3.381011426968784,3.0640908850723623,1.492974975830192,872.0,0.35
Navel,2.2196178945561327,2.7271026888610193,1.721779083397232,814.0,0.3
Mandarin,3.8461172076956034,3.035580497442631,1.8297974228688643,1166.0,0.2
Blood Orange,4.047387376323704,3.0369081900336674,1.904331372214156,1329.0,0.35
Mandarin,4.269611647029247,2.535093693559042,1.8367172216875856,950.0,0.2
Mandarin,3.813092772355292,2.4848106472582545,1.5872680163779416,1021.0,0.2
Valencia,3.503852251002254,3.66504849357557,3.2362228065935468,1035.0,0.25
Mandarin,4.080736701108519,2.549383596955933,1.902970299301596,1172.0,0.2
Navel,2.220196989262131,2.0406445652598593,1.4166080356439377,541.0,0.3
Valencia,2.823828966523882,2.427689638370697,2.8858809501797316,778.0,0.25
Mandarin,3.7923228636767745,2.7882139501074246,1.920999869478818,1239.0,0.2
Valencia,4.8667674808280506,2.582359589204155,3.31831088977043,892.0,0.25
Valencia,3.492327817616304,2.254963424970436,3.2448486631433724,1132.0,0.25
Blood Orange,3.6023196531862665,2.8944873872893666,2.004772343982295,1306.0,0.35
Blood Orange,4.160901058958259,2.8688778721060118,1.751254243951275,1203.0,0.35
Navel,2.3225955239996314,3.215626921352488,1.5882864084631143,849.0,0.3
Mandarin,3.5987301243750953,2.9000994521310828,1.682872026395763,1230.0,0.2
Valencia,3.8176751574019736,3.4650431485595656,3.0127097246722307,1206.0,0.25
Mandarin,3.638397452338473,3.3515300858283554,2.0473383899770665,1119.0,0.2
Mandarin,3.961534562915552,3.023471676165246,1.6116570845674025,1243.0,0.2
Navel,2.4587914844539083,2.5197354448232674,1.4063680011247786,791.0,0.3
Valencia,1.731466214728527,2.4894836736145445,1.5413784483501252,990.0,0.25
Mandarin,3.7386097128146156,2.2688616694688357,1.7056159941569562,961.0,0.2
Blood Orange,3.186787180673973,2.7887515690305005,1.951698436812244,1170.0,0.35
Valencia,2.832927541509226,1.2106680575422215,0.3662063297660707,1188.0,0.25
Blood Orange,4.003237137352272,2.4394613393497075,2.028347584760565,1082.0,0.35
Valencia,4.123237945925451,3.623909972376602,1.4257098400532249,1053.0,0.25
Valencia,3.1819102255220746,3.9118132858366916,2.533752944518386,1050.0,0.25
Navel,2.698204147557275,2.4865912644362136,1.4185896647778513,496.0,0.3
Mandarin,4.152931379075735,2.8491558605076497,1.540166947486484,1033.0,0.2
Mandarin,3.6500856821724432,2.4597880123008653,1.8778327241423027,1432.0,0.2
Navel,2.7256297344863585,2.6548182481742,1.5023586056132632,688.0,0.3
Navel,2.5805886929967787,2.0061136460146045,1.5909912148589787,902.0,0.3
Blood Orange,3.4886618808725047,2.9778971370609346,1.666002115436589,1149.0,0.35
Mandarin,3.8453971996935774,2.9815668593737827,1.7903140249686673,1253.0,0.2
Mandarin,3.3618134624970377,1.6990391948202215,1.7981982716594545,1031.0,0.2
Blood Orange,3.5373086884532206,2.7762859999381626,1.8130320175364283,1230.0,0.35
Navel,2.3004607755180424,2.1138944112222005,1.2782908730777462,798.0,0.3
Valencia,2.8931926153601437,2.8936232109977045,1.3543232430695193,907.0,0.25
Mandarin,4.150233652250362,2.6938099297351252,1.8078126492030306,1292.0,0.2
Valencia,3.9047405732470537,1.3305841789754862,2.8432223796983482,905.0,0.25
Navel,1.9765358531541755,2.747184440766986,1.6806962080764085,700.0,0.3
Blood Orange,3.55941312375833,3.1289303638370947,1.4774340484855544,1168.0,0.35
Valencia,4.6311549656120325,1.0141994364571085,2.7680597582222957,1027.0,0.25
Mandarin,4.201819221532078,2.43913800737409,1.6347180260141352,1158.0,0.2
Blood Orange,3.747836739355675,2.777426855658467,1.986381077323567,1188.0,0.35
Mandarin,3.4997276087740934,2.828959667760265,1.938285879384946,1251.0,0.2
Navel,2.7713729655845856,1.9046911145585883,1.6845830626854623,853.0,0.3
Blood Orange,3.0678024614318415,3.1151741079049824,1.8968059371017914,1074.0,0.35
Mandarin,4.209665749869549,2.58797550933555,2.1092741346793127,927.0,0.2
Mandarin,4.219765403140247,2.6716611561055315,1.9821352101540068,1213.0,0.2
Mandarin,3.740664944190443,3.288931157805098,1.6829805993222098,919.0,0.2
Valencia,3.4198207836651444,6.30136731319741,1.6604391873708004,1148.0,0.25
Navel,2.4820117225135894,2.5268902166572227,1.5594898805482218,836.0,0.3
Blood Orange,3.8913411533473834,2.888450655105978,1.861291593741662,954.0,0.35
Blood Orange,3.700740906436824,2.7948004487659253,1.8053394226565995,1087.0,0.35
Valencia,4.321986574731643,2.7861146154145855,2.4686948152678982,1204.0,0.25
Valencia,1.1390137214256022,1.6869613870766345,2.1803516848418827,1179.0,0.25
Valencia,3.1259321596818626,2.7777835947191862,2.4424103890248836,981.0,0.25
Blood Orange,4.096182868024158,3.006664290497549,1.7931712387205314,1164.0,0.35
Mandarin,3.65241659588289,3.1251873507749597,1.9301259692281405,1232.0,0.2
Mandarin,3.871670079726997,3.4224866401777447,2.0325076690256685,1317.0,0.2
Blood Orange,3.9044563393433074,2.6857299507692893,1.9488949678229768,1054.0,0.35
Valencia,1.6401893207902154,1.9580211718780431,3.132700160732871,1100.0,0.25
Mandarin,4.052010298076059,3.0666131095851252,1.8199781342812023,1126.0,0.2
Blood Orange,3.5957477164045635,3.61822827307841,1.7874413920537906,1099.0,0.35
Blood Orange,3.452492639212493,2.8202223055503315,2.1864221068418153,1169.0,0.35
Navel,2.3983550178302497,2.401298735512495,1.1903174906401794,1027.0,0.3
Blood Orange,3.624033542983513,2.9779093640107823,1.7110706667665923,907.0,0.35
Mandarin,3.933736459386677,2.7616957445866213,1.9037156244727576,1087.0,0.2
Mandarin,3.3799679402190406,3.097920762912211,1.874792400791895,875.0,0.2
Valencia,3.573172871827106,3.2878816967811297,3.1966946338844395,1127.0,0.25
Valencia,1.5393770812301522,4.022449154255074,2.0653357643214063,1224.0,0.25
Blood Orange,3.7732410656631847,2.831697983548279,1.7319089777974388,1013.0,0.35
Navel,2.418706712960024,2.851923281724753,1.4633689377074486,813.0,0.3
Valencia,3.906480655229492,1.5361980672287974,1.6935258502732102,936.0,0.25
Blood Orange,4.109076226655858,3.00321734814064,1.720563677645964,1244.0,0.35
Valencia,3.7117460366184516,3.067479236079496,1.981580548826637,1094.0,0.25
Mandarin,3.167549157403793,3.3034584342183893,1.8064512126872994,1165.0,0.2
Blood Orange,3.6904553744379363,2.9201493713968922,2.4152543853448987,1396.0,0.35
Valencia,0.8588317790707642,3.295974433122071,2.672620304337097,936.0,0.25
Blood Orange,3.253540667284602,3.2950325725423366,2.0602662488523733,1041.0,0.35
Mandarin,3.7804227022115753,2.4037995942000068,1.8995261317646606,1596.0,0.2
Navel,2.6897501397179377,1.7629424857413554,1.3244241523371052,938.0,0.3
Valencia,4.728250190879485,2.8101041585483713,0.8794728517886137,918.0,0.25
Blood Orange,4.040631460950343,2.946664060208354,1.8045095803001718,1172.0,0.35
Mandarin,4.08350009744465,2.5766642658500287,1.686733737276802,1339.0,0.2
Blood Orange,3.2453425180849402,2.822275637252363,1.8697285618656978,1135.0,0.35
Blood Orange,3.8966288532137225,3.079329052856918,2.0567419054613274,1158.0,0.35
Valencia,3.016494447597247,3.0578105928043384,2.6709633832862236,1013.0,0.25
Blood Orange,3.6551617070568443,2.9043250844294946,2.0415998221906375,1182.0,0.35
Navel,2.556030046308875,2.2592146701859908,1.5056518567824235,662.0,0.3
Blood Orange,3.972751402570874,3.536503840033863,1.7653801973800851,1129.0,0.35
Navel,2.6333755314429124,2.7228617357280567,1.547284498060676,857.0,0.3
Mandarin,3.9147603523614403,2.202552812627292,1.8741277758701016,1183.0,0.2
Blood Orange,4.007454254559723,3.2764461955966966,1.9235593923277567,1215.0,0.35
Mandarin,3.8951545630460873,2.7765727337162107,1.9517580952396871,990.0,0.2
Blood Orange,4.203494186897029,3.2956342447883014,1.8414656053825165,1012.0,0.35
Mandarin,3.3623685684073394,2.5091514773902186,1.8652194774265867,1307.0,0.2
Valencia,3.0239940132461376,2.0304641471929106,1.3646211046231764,1021.0,0.25
Blood Orange,3.7732482721771348,3.113713832577932,2.0067695617926478,1353.0,0.35
Mandarin,4.035323496702221,2.9127328024090224,1.9024273331314112,1066.0,0.2
Valencia,3.23665817422593,3.8950186077185496,4.143252969132286,925.0,0.25
Blood Orange,3.4302549120094143,2.863171889224751,1.669164770417641,1148.0,0.35
Blood Orange,3.910729047793198,2.3467925722720184,1.9856094773858448,1066.0,0.35
Valencia,2.7924866023836135,3.5167592242586876,2.90401856993728,924.0,0.25
Blood Orange,3.9360110437205313,2.9876632587265317,1.880556413542175,1185.0,0.35
Mandarin,3.9775977673447356,2.8549412037896467,1.839677673855019,1190.0,0.2
Mandarin,4.038142624780914,3.212060141574349,1.8169430894459326,1306.0,0.2
Valencia,1.4462003560289902,4.536879818386525,1.4706101376101843,1091.0,0.25
Blood Orange,3.7769045282249247,2.7980181484685565,1.7205378702111467,1313.0,0.35
Mandarin,3.0623469749148113,2.8253207142238015,1.8768282658550837,1291.0,0.2
Blood Orange,2.9152870336437466,2.806975796316789,1.8102854514446463,1295.0,0.35
Valencia,2.9538418040730705,4.611591883359274,2.7916760818375943,1040.0,0.25
Navel,2.113081042878401,2.386469691740964,1.7155041031629548,860.0,0.3
Mandarin,3.509593286956623,2.237043248740016,1.7821034432050658,1406.0,0.2
Navel,2.370572423483353,2.710288678852762,1.580417375794691,916.0,0.3
Valencia,2.3305954026807516,3.1025616774066838,0.16412352290474552,1038.0,0.25
Mandarin,3.470378844298463,2.4664620539234208,1.5811946831287176,1116.0,0.2
Mandarin,3.9896582423086953,2.5008686041255084,1.9061547733272268,1235.0,0.2
Valencia,1.6199573755819145,1.0859942369773672,1.5458847500347095,1177.0,0.25
Blood Orange,3.059663681299789,3.310298457560573,1.737354165966842,1003.0,0.35
Valencia,1.3165613677358166,4.505704462505334,2.3650828870676297,877.0,0.25
Blood Orange,3.645285390276111,2.862514043093103,2.0222876007094217,1115.0,0.35
Valencia,3.6518875658582513,4.357389391251273,0.9903373637805477,1243.0,0.25
Valencia,3.0636999728476613,1.131801846059905,1.001464166943045,1112.0,0.25
Navel,2.4440038458037305,2.8287982692303077,1.5393951318218162,794.0,0.3
Valencia,3.3454523765152238,2.176860267007779,1.8347875865968755,1195.0,0.25
Navel,2.635087874496928,3.0070220810434174,1.7104353869705866,805.0,0.3
Blood Orange,3.3617457977910705,2.9898125670617497,2.049474301396253,1148.0,0.35
Blood Orange,2.9634799083543086,2.7205344398430267,1.8758488179818062,1299.0,0.35
Blood Orange,4.020860122314025,2.863166119208497,1.7743366299907983,1302.0,0.35
Navel,2.055080379324808,1.4674976814097203,1.3564803086991128,622.0,0.3
Navel,2.4678279482020096,2.002494997675692,1.2958408463402127,687.0,0.3
Mandarin,3.96743595221747,3.192288715086183,1.5559212523876642,1052.0,0.2
Navel,1.9776143586839636,2.2181264821223508,1.1394125507982853,633.0,0.3
Valencia,2.439923924023994,1.7041106338662322,1.4470433538326881,1008.0,0.25
Valencia,3.7314831950558522,1.5408705098028097,1.570258043530282,1062.0,0.25
Mandarin,3.881054481838024,2.6806387023199525,1.6264139574694267,1663.0,0.2
Mandarin,4.063753136096391,2.8473445481910513,1.7039272825695746,1194.0,0.2
Valencia,5.714061123511888,3.6498615852522374,1.248499678794178,847.0,0.25
Blood Orange,3.60987384813489,2.562408358952533,2.4223799146823537,1203.0,0.35
Valencia,3.3713277591704554,4.208689739088232,0.7133347399519263,1108.0,0.25
Valencia,4.387259575800924,3.7809167947181295,3.287683938885576,1151.0,0.25
Valencia,3.3564862393734365,1.7409299051104843,0.869483714804371,1091.0,0.25
Mandarin,3.794616267065584,3.1453223734374194,1.8597613985620198,1331.0,0.2
Mandarin,3.7128740479471016,3.4863725402335777,1.6997538639375929,1065.0,0.2
Navel,2.3953449493419474,2.9632726920963357,1.5196280640280269,710.0,0.3
Mandarin,4.267000797388202,2.6362916331137454,1.7401066661380582,921.0,0.2
Blood Orange,4.199687217279985,2.868762021597195,1.6264567886184418,897.0,0.35
Blood Orange,3.1789954937740283,2.948682829389773,2.1877728294627565,992.0,0.35
Blood Orange,2.713326490068433,2.6128455167929627,2.453433335866044,1156.0,0.35
Navel,2.8566906372897516,2.8820908346528613,1.3790889681607283,653.0,0.3
Mandarin,3.913901269513681,2.842039517984617,1.834126222600158,1173.0,0.2
Mandarin,3.90297339340674,2.936547978933032,1.8437416406941025,1019.0,0.2
Valencia,3.5043479786655762,4.906588507052178,2.4120648866276824,867.0,0.25
Navel,2.8908498591197094,2.6909852265811667,1.1661766252669228,749.0,0.3
Blood Orange,3.4423371828367437,2.707189090048822,2.144759383518109,1161.0,0.35
Valencia,1.8120346039652961,4.733793596816657,1.3643678223831013,781.0,0.25
Navel,2.5411617663248824,2.998081035303221,1.45528856549679,837.0,0.3
Blood Orange,3.9922297716451793,2.6554410749254442,2.4094038098501787,1096.0,0.35
Mandarin,3.9743727629000403,2.8563863652190333,1.9127774369426094,1468.0,0.2
Navel,2.344600261347967,2.831582957336069,1.1575736903213367,714.0,0.3
Mandarin,3.366963635998216,2.83456792557281,1.8000517465295354,1038.0,0.2
Mandarin,3.4772888310980004,3.095513784012251,1.7939955947755097,1162.0,0.2
Navel,2.4781717011489666,2.7581148972556186,1.5309109036170516,737.0,0.3
Blood Orange,3.911680413876942,3.421823806157593,2.030653795135503,1049.0,0.35
Blood Orange,3.687666602019985,3.1381828845704347,1.9700640227376987,1191.0,0.35
Mandarin,3.839834531200857,3.2241496198317847,1.689376979324854,1107.0,0.2
Navel,2.88019637436671,2.3582614438073253,1.5229053230203446,666.0,0.3
Navel,2.3908518388222726,2.4067282148911473,1.57350701425796,781.0,0.3
Mandarin,4.382124143316663,2.6082607921687275,1.771947667886382,1198.0,0.2
Valencia,2.0175993407027146,3.0951378838913373,2.316118747250876,1049.0,0.25
Mandarin,3.8230902979353574,2.6750282091722735,1.7557041430192522,1206.0,0.2
Navel,2.3701077654468015,3.0459154284213033,1.4970264398369106,934.0,0.3
Mandarin,4.0835024635292605,2.72615221809115,1.655660224414466,1065.0,0.2
Blood Orange,3.3537482591132033,2.987278328837398,1.5630318077923937,1132.0,0.35
Navel,2.6410546263849426,2.6138253208115123,1.561179593615324,765.0,0.3
Blood Orange,3.6950390193119476,2.7885391495441416,1.824514484414691,1189.0,0.35
Navel,2.15754338554083,2.088634370547904,1.4303815873518448,895.0,0.3
Valencia,2.9124378884097863,2.641139105486813,1.209730593409176,1044.0,0.25
Navel,2.7609376861694375,2.6589919553106776,1.3800501358165265,885.0,0.3
Mandarin,3.8020804441197287,2.693071163953488,1.890556576793655,1214.0,0.2
Mandarin,4.013437209783343,3.1551578902156194,1.539918049906925,1120.0,0.2
Mandarin,3.7182593409262634,2.7650692516107593,1.7210434251441866,1231.0,0.2
Mandarin,3.601293803707028,2.6507192899182352,1.8574730868581004,1286.0,0.2
Navel,2.2159208792808394,3.3282773286361325,1.5979972253629393,869.0,0.3
Mandarin,3.50977160337764,2.2675232877949187,1.6991302919936022,1235.0,0.2
Blood Orange,3.8477469716597277,2.5147614282081134,1.5914545597336078,1010.0,0.35
Mandarin,4.227122337802669,3.1240931076421186,1.8439740607797532,1025.0,0.2
Valencia,3.1843012891454414,1.671124911105643,2.3165779040093653,879.0,0.25
Mandarin,3.7999674915665955,2.567437813120197,1.8634575029720242,1177.0,0.2
Navel,2.335517244801579,2.383824591980047,1.4669494930187845,784.0,0.3
Mandarin,3.969539161248545,3.0873300784278923,1.5447053717098074,1066.0,0.2
Navel,2.6633027883024676,2.7446732882706586,1.6461999549071056,754.0,0.3
Mandarin,3.839974217296292,3.4283634642140415,2.003666489816189,1275.0,0.2
Mandarin,3.927743329171084,3.0380394754523805,1.8934686588063598,1127.0,0.2
Navel,2.3581126418513367,2.1205733964359776,1.6127481943622661,905.0,0.3
Blood Orange,3.1739297100841166,3.0858274202422504,1.6538405505029883,1210.0,0.35
Blood Orange,3.95133369537082,3.1658999659707723,1.9751202619200372,1205.0,0.35
Blood Orange,3.514317200812181,2.7947757088540635,2.1155290795025046,976.0,0.35
Mandarin,4.092115816868095,2.9523839876347533,1.713615565887979,1187.0,0.2
Blood Orange,3.1968393068390286,2.9709103340895817,2.156438769498221,1063.0,0.35
Navel,2.558017840511607,2.9291721045966215,1.3072130176716905,856.0,0.3
Mandarin,4.088517589925804,2.6418267305003442,1.7540736606625482,1158.0,0.2
Navel,2.355519734696143,1.5229053355057258,1.4988952301095773,837.0,0.3
Mandarin,3.679907399954198,3.072245163384569,1.9401898013280352,1345.0,0.2
Mandarin,3.0947348272686446,2.891619280609869,1.7679858483441122,946.0,0.2
Blood Orange,3.0689503994458587,3.500188311551588,1.866365384027615,977.0,0.35
Mandarin,3.8723903323888296,2.2790072000395956,1.7118977900817363,1228.0,0.2
Valencia,2.5101725877218524,2.7130133805064363,1.2185608647121107,862.0,0.25
Mandarin,3.5149350885636044,2.856341063766878,1.607776056069544,1208.0,0.2
Blood Orange,3.5425135499771487,3.2529340743013626,1.850791922191083,993.0,0.35
Blood Orange,3.903747379889836,3.0036348027861495,2.077999083332548,1169.0,0.35
Navel,2.555957044641532,2.8707077271892985,1.380953223336818,777.0,0.3
Navel,2.7443781826663782,2.339992556845544,1.5295520897096195,630.0,0.3
Navel,3.150028212138153,2.7079041823860486,1.3373365859953208,733.0,0.3
Blood Orange,4.223126720446401,3.29711537648703,1.7532808118909904,833.0,0.35
Navel,2.236913916580891,2.4095090324476476,1.8377505597075718,955.0,0.3
Valencia,1.9733424302636233,1.5318121783677592,0.7618104589787065,958.0,0.25
Mandarin,3.7518889289577317,2.3839001511933695,1.7330091947378403,1175.0,0.2
Navel,2.708858696960817,2.255961426948909,1.6915010917437727,780.0,0.3
Blood Orange,4.3032659197760035,3.1077851119062934,1.8273312083384083,1224.0,0.35
Valencia,3.0833671097905553,3.3388703189635107,3.3146394001071418,1174.0,0.25
Navel,2.773879229576293,2.458529526791141,1.6362408373324133,787.0,0.3
Navel,2.2418983235969625,2.270950788246008,1.5672615066680384,617.0,0.3
Blood Orange,3.8282141542354475,2.8396470998515744,1.6380802961047454,1072.0,0.35
Valencia,1.70022867548824,3.300140889207764,1.4425650474646299,1006.0,0.25
Blood Orange,3.9186463496801673,2.6226707953761044,2.174531816157524,1180.0,0.35
Valencia,2.476620789316289,2.76352671468951,1.563363408325728,824.0,0.25
Valencia,4.046919233351705,4.2267098238006335,1.7273376198254289,809.0,0.25
Valencia,2.32171759951433,3.596605946260217,2.4154168367413877,727.0,0.25
Navel,2.75116226567813,1.7757313308246385,1.1234956930865092,923.0,0.3
Blood Orange,3.2805497254386085,2.616209276455378,2.520595591316569,1204.0,0.35
Mandarin,3.9572489735445524,2.8211890581788204,2.030472520579138,1268.0,0.2
Blood Orange,3.9986719461120463,2.8160653562298026,1.7744531012210962,1223.0,0.35
Mandarin,3.775511286797131,2.836931176838204,1.4847940162459938,1246.0,0.2
Navel,2.806239845812888,2.755763509967816,1.4696099578026376,689.0,0.3
Mandarin,3.2539847282684047,3.2266345867396957,1.6721111170507441,1173.0,0.2
Navel,2.333606115172734,1.8168834810100338,1.4258726712117455,1017.0,0.3
Blood Orange,3.9487135840469865,2.6286735854985586,2.0162829032162697,1067.0,0.35
Navel,2.436894331696829,2.842366715215146,1.40773931578207,740.0,0.3
Valencia,2.289253531466324,2.263084678518257,1.9388605818574272,925.0,0.25
Blood Orange,3.3805682977135088,2.9565530538209868,2.0930959943927414,1319.0,0.35
Blood Orange,4.265984699816961,2.839313719932776,1.7176513729620648,921.0,0.35
Navel,2.099081753383592,2.505848112602947,1.562423177672827,828.0,0.3
Blood Orange,3.335434537020212,3.1297677008199623,2.2068367358801497,1244.0,0.35
Blood Orange,3.662603765907957,3.01235149092392,1.6189997597276102,1056.0,0.35
Blood Orange,3.256908421091705,3.498509275718467,2.2305535792116844,1372.0,0.35
Mandarin,4.564864850180509,2.8146117533121457,1.856026157789159,1069.0,0.2
Blood Orange,3.56185095242516,2.8856851868368065,1.6882137476713879,1056.0,0.35
Mandarin,3.804838553084758,3.146794779809789,2.025341614133254,1099.0,0.2
Blood Orange,3.2971834999189245,2.861669912297941,1.851901888208344,1092.0,0.35
Blood Orange,3.2826152841546854,3.1853315300864473,2.1633692451924587,1044.0,0.35
Blood Orange,3.7418139137691337,2.9510006203062185,1.735446881954065,928.0,0.35
Valencia,5.09886792357165,2.190953778941498,1.1957491287501576,1100.0,0.25
Mandarin,3.6306650850468967,2.590860283405304,1.9556759613492167,1434.0,0.2
Mandarin,4.3001148273833545,2.6456547272151245,1.5973246972377504,1549.0,0.2
Valencia,2.563653110094823,4.241801634473554,0.3313278738455361,1092.0,0.25
Blood Orange,3.216627653617872,3.070011463108037,1.8114965348670968,1083.0,0.35
Navel,2.806920109277466,2.559342180159407,1.4955869064514742,905.0,0.3
Blood Orange,3.5590160128572714,3.097658145790561,1.848733418319697,1085.0,0.35
Blood Orange,4.179449358548316,2.56818160571894,1.8734945883642258,820.0,0.35
Blood Orange,3.5356908464438823,3.2086372424606195,2.105762839995653,1162.0,0.35
Blood Orange,4.024263442488302,2.9284140512423322,1.6924240225835563,1303.0,0.35
Blood Orange,3.3703618821174675,2.8591451111069897,1.7838882958927886,1135.0,0.35
Blood Orange,4.109898236971152,3.1125477801469237,1.8233834118033234,1016.0,0.35
Blood Orange,3.6592973661618773,3.1999539317220433,2.1098918465173715,1401.0,0.35
Blood Orange,3.2345165054852334,2.977821883239594,2.090545800775609,1082.0,0.35
Blood Orange,4.047435094887417,3.5136361396426308,1.900748324098029,1259.0,0.35
Valencia,0.735502447927864,4.810924756293808,3.246761991438956,824.0,0.25
Valencia,1.3406523833035762,2.355892549398659,3.0306500474756404,881.0,0.25
Valencia,3.117405051228957,2.6312330670686963,3.4281039856360005,810.0,0.25
Navel,2.5480330088622782,2.4012914671212013,1.2937725316858768,794.0,0.3
Mandarin,3.451772001881753,3.291600585617886,1.8001524574727212,1299.0,0.2
Blood Orange,3.6906971030384934,2.89210135850741,1.688985470952515,1315.0,0.35
Valencia,2.713116508449976,3.0480869702298716,1.9438459146308356,790.0,0.25
Blood Orange,3.640452125360278,2.324815135882698,2.1434360371914356,887.0,0.35
Mandarin,3.577865666564608,2.2458299537119366,1.7450442722265649,1452.0,0.2
Blood Orange,3.4214513505652864,2.760804202314226,1.6909143872910846,1017.0,0.35
Mandarin,4.191637845173578,2.8164991329289273,1.6265117864552507,1172.0,0.2
Mandarin,3.7061177561321563,2.748818405771169,1.7556116012394147,1165.0,0.2
Mandarin,3.956117274443111,2.9857926069841443,1.8089574366706485,1401.0,0.2
Mandarin,3.947464782031576,3.064915907171515,1.8367516762977585,1300.0,0.2
Navel,2.571374253015386,2.8068854765449722,1.18352786422053,877.0,0.3
Valencia,2.758526199645982,2.137604196491114,1.5759556483854658,956.0,0.25
Mandarin,4.078586250852419,3.1673712046901983,1.672013840326225,1258.0,0.2
Navel,2.71307581801425,2.281494680409836,1.2839802790538863,830.0,0.3
Valencia,2.7612916115382733,3.656099936153815,2.1675494543419456,1062.0,0.25
Valencia,2.1170401732154156,1.9945776812738918,2.4470678168094526,1105.0,0.25
Mandarin,4.059565846710884,2.4612368170365353,1.9605242747174425,1179.0,0.2
Valencia,3.4638065465752916,2.915570421479355,0.1992540790386732,1141.0,0.25
Mandarin,3.5281009560961607,2.6906851742662603,1.5838208901149267,1065.0,0.2
Valencia,3.798831260835574,3.461408181552568,1.9492622699837936,838.0,0.25
Blood Orange,3.174640981444571,2.67972875191979,2.081484725576273,755.0,0.35
Mandarin,4.200376123773195,3.2019130518132264,1.9710441650859662,1162.0,0.2
Navel,2.344175184334824,3.232450091014758,1.467853972145541,761.0,0.3
Navel,2.8703697409037945,2.4239629433000394,1.381847119416426,659.0,0.3
Blood Orange,3.701970899551822,2.7520574022445556,2.049763809937036,1326.0,0.35
Valencia,3.361244649228009,3.666381313368574,0.33597868354954596,1251.0,0.25
Mandarin,4.303456183463843,2.9883955625537078,1.6154913033895464,1231.0,0.2
Mandarin,3.530994018120664,3.1597454563372733,1.8056065332596258,1354.0,0.2
Valencia,4.711292230587297,3.0142158375921158,1.5593384603217335,1041.0,0.25
Blood Orange,3.515511898939737,3.0354585429187066,1.6956932899597184,1038.0,0.35
Mandarin,3.5307664705662933,2.79180869305747,2.0022778126533,1158.0,0.2
Mandarin,3.5286729637459713,2.5290195450204553,1.7908519722521918,1365.0,0.2
Mandarin,3.792508484077842,3.1064625636820913,1.891748605980773,1069.0,0.2
Mandarin,3.5747310840353386,3.4420146460108425,2.0938160659230203,1105.0,0.2
Mandarin,3.5847445662876947,2.7148416836641704,1.8272295665895264,1208.0,0.2
Blood Orange,3.7488491342004027,2.9086323491774464,1.9784028856751064,891.0,0.35
Navel,2.8232400055602622,2.379593232390773,1.4976197224546124,835.0,0.3
Mandarin,3.8817132906182237,2.5895800172452845,1.7505105147311883,1045.0,0.2
Valencia,3.3322269967548412,3.6799152263121506,2.137437989510211,733.0,0.25
Navel,2.752627745912037,2.606372539357686,1.4065478397743667,854.0,0.3
Valencia,6.253856512272214,3.031634089996272,2.0237582045359392,1208.0,0.25
Blood Orange,3.223759852763087,2.7428923286814633,1.3527434449592257,990.0,0.35
Blood Orange,3.319965768767063,2.779274890634784,2.0424975885165515,1388.0,0.35
Valencia,0.4475889225399352,2.2273075994847433,2.0975352176054534,904.0,0.25
Blood Orange,4.0184162989181145,2.7982118723678586,1.6733115316546276,1075.0,0.35
Blood Orange,3.4101386812397685,2.750769885865776,1.7916247409766197,1074.0,0.35
Valencia,2.155802933434679,3.5680677778283734,2.2888707381614455,1026.0,0.25
Navel,2.7172681119711006,2.5044086274889206,1.5117924558172822,766.0,0.3
